RTC BE Short,RTC BE Long,RTC AF Short,RTC AF Long
0.682585531610865,1.20615815253195,1.15730846903461,1.17088051064249
0.986071525737828,0.844044233072235,0.604498540397164,1.67714295080467
0.431265851526506,-0.435442220827118,1.35922124624392,1.94382008024922
1.3133091841306,0.66491889319573,1.18590164803764,1.22213541054029
1.3133091841306,0.66491889319573,1.18590164803764,1.22213541054029
1.93504967597996,0.466042487388093,0.756890428097559,1.22412122927014
1.43699083942515,1.45466756553812,1.22654829986018,1.5562821043195
1.59263900316272,1.14477837054656,0.70135154629262,0.812655337569185
1.29349889311131,1.25783226814441,1.16049028920167,1.43556226761328
0.989724453911821,0.0730636872039112,1.49521011780389,2.18327592652914
0.856560009990631,0.269866304453594,1.15047370613803,1.98779165830105
