DWtoUP,UPtoDW,sust. UP,UP
0.0574850299401198,0.0778443113772455,0.41437125748503,0.881437125748503
0.0310421286031042,0.0997782705099778,0.47450110864745,0.917960088691796
0.019620253164557,0.0563291139240506,0.532911392405063,0.962658227848101
0.0381679389312977,0.147328244274809,0.310687022900763,0.886259541984733
0.059016393442623,0.144262295081967,0.259016393442623,0.836065573770492
0.019620253164557,0.0563291139240506,0.532911392405063,0.962658227848101
0.0473856209150327,0.148692810457516,0.258169934640523,0.857843137254902
0.0158045977011494,0.127873563218391,0.349137931034483,0.795977011494253
0.0240320427236315,0.118825100133511,0.315086782376502,0.755674232309746
