RTC_OFFtoON,PFC OFF to ON,RTC ON to OFF,PFC ON to OFF,RTC sustained ON,PFC sustained ON
0.112173358827279,0.0420749279538905,0.253027405991077,0.13314121037464,0.398980242192479,0.723342939481268
0.114143920595533,0.0441495778045838,0.290322580645161,0.128588661037394,0.363110008271299,0.746682750301568
0.0873180873180873,0.0464723278411491,0.391891891891892,0.140261934938741,0.276507276507277,0.723700887198986
0.0859128237523689,0.048155737704918,0.317751105495894,0.154508196721311,0.342387871130764,0.673565573770492
0.0938375350140056,0.0643015521064302,0.337535014005602,0.170731707317073,0.26890756302521,0.680709534368071
0.0826650215916101,0.0911392405063291,0.358420727945713,0.187974683544304,0.276372609500308,0.587341772151899
0.0874439461883408,0.066759388038943,0.297645739910314,0.174779786740844,0.355381165919283,0.664812239221141
0.0774443368828654,0.0518880738929639,0.336398838334947,0.170062483020918,0.330106485963214,0.729693018201576
0.148558758314856,0.0537010159651669,0.250554323725055,0.181422351233672,0.341463414634146,0.714078374455733
0.135443037974684,0.0635359116022099,0.306329113924051,0.225828729281768,0.376582278481013,0.651933701657459
0.13769123783032,0.0619857377948437,0.291608715808994,0.215578716401536,0.378766805748725,0.487657707076248
0.0939961966856832,0.0628491620111732,0.294213528932355,0.214385474860335,0.481934256995382,0.55377094972067
0.110304789550073,0.0635721493440969,0.314949201741655,0.25933400605449,0.405660377358491,0.538849646821393
0.107734806629834,0.0523854069223573,0.378453038674033,0.237605238540692,0.339779005524862,0.602432179607109
0.0959956116291827,0.0455465587044534,0.300054854635217,0.217611336032389,0.268787712561711,0.654858299595142
0.0956703910614525,0.0500297796307326,0.322625698324022,0.204288266825491,0.308659217877095,0.670637284097677
0.0837537840565086,0.0495376486129458,0.304742684157417,0.204095112285337,0.343087790110999,0.656538969616909
0.078578110383536,0.0222428174235403,0.293732460243218,0.201112140871177,0.333021515434986,0.730305838739574
0.0495951417004049,NaN,0.295546558704453,NaN,0.48582995951417,NaN
0.0655151876116736,NaN,0.291840381179273,NaN,0.427039904705182,NaN
0.0640686922060766,NaN,0.295904887714663,NaN,0.394980184940555,NaN
0.0472659870250232,NaN,0.298424467099166,NaN,0.493049119555144,NaN
