RTC_OFFtoON,PFC OFF to ON,RTC ON to OFF,PFC ON to OFF,RTC sustained ON,PFC sustained ON
0.847508312421033,0.357018475558636,1.86799324549821,1.16771484964956,1.4522221697748,1.35973367957963
0.898868565008295,0.379687551726138,2.03136228064648,1.10286458055982,1.76278225127953,1.46326721026151
0.538758643988464,0.399171372040422,2.42222669478095,1.19351323236178,2.04772671636503,1.3617290089656
0.597732263859945,0.414856157592498,2.2433230792766,1.32254638376339,1.91345024997969,1.40308007143467
0.675402375372679,0.474762630816625,2.46222008417525,1.29919738116629,1.72471034779288,1.49902224133409
0.568127649579336,0.696532374543318,2.49296477318584,1.40101824078077,1.68660084455509,1.48565243807732
0.613188183749522,0.616507516279097,2.07945296724227,1.61187439494484,2.10578642369538,1.2709951216927
0.53329831137269,0.40450574837596,2.30612191373566,1.31424017169475,1.87349355558687,1.43437914534382
1.13973515878999,0.394104865661403,1.90801403233319,1.34048953683314,1.57376665669528,1.42604668496511
1.26353250646061,0.4460007131711,2.82137468549402,1.56907203648362,1.75489334943706,1.49511358156355
1.48927258868818,0.409213078741239,3.18313383887925,1.4093977885073,1.35710987164855,1.34000629204465
0.596006912072107,0.412503759847395,1.85916536805313,1.38669776501409,1.636062290335,1.43137735494012
0.658755408293237,0.40782284487035,1.8579455487469,1.62684408840326,1.68825675075584,1.5988680976344
0.6509203534739,0.359654451212993,2.26841049485597,1.61939385473703,1.64391974208906,1.48539390275443
0.557389992368447,0.305835747888249,1.72762404300322,1.49100747515119,1.47758145545331,1.52945952938992
0.55233764863892,0.383410486236891,1.85060758857987,1.5640250005018,1.56963398377875,1.31232181901882
0.503424340842373,0.385524785718164,1.79545007294247,1.56441647664019,1.6273029564919,1.31101524971105
0.517408998663858,0.167557083782524,1.93051551589963,1.47863359419012,1.56207485997405,1.4573071230849
0.304747712857991,NaN,1.84575749239751,NaN,1.48883712105815,NaN
0.420849954388188,NaN,1.86071891018531,NaN,1.39756079967506,NaN
0.435037933492596,NaN,1.96883114376961,NaN,1.5169087750198,NaN
0.299412523148956,NaN,1.89188458942186,NaN,1.55785220897497,NaN
