DWtoUP,UPtoDW,sust. Down,Down
0.00718562874251497,0.00239520958083832,0,0.0179640718562874
0,0,0,0.00221729490022173
0,0,0,0.000632911392405063
0.00229007633587786,0.00152671755725191,0.000763358778625954,0.0114503816793893
0.00983606557377049,0,0,0.019672131147541
0,0,0,0.000632911392405063
0,0.00163398692810458,0,0.00326797385620915
0.0114942528735632,0,0,0.0330459770114943
0.0146862483311081,0.00400534045393859,0,0.048064085447263
